MEDIUM,FABRIC,TECHNIQUE,FORM,SUB-FORM,START_DATE,END_DATE,PAINTER,POTTER,SUBJECT_ADDITIONAL,LOCATION_COUNTRY,LOCATION_CITY,COLLECTION_NAME,COLLECTION_ID,PROVENIENCE,TRENDALL_ID,IMAGE_SERIES,SCENE_TYPE_A,MUSICAL_SCENE_TYPE_A,TRENDALL_DESCRIPTION_A,SIDE_A_DETAILS,SIDE_A_INSTRUMENTS_AND_NUMBERS,SIDE_A_PERFORMERS,SIDE_A_PERFORMER_LOCATION,SIDE_A_PERFORMER_ACTION,SIDE_A_NUMBER_OF_FIGURES,SIDE_A_COMPOSITION,SCENE_TYPE_B,MUSICAL_SCENE_TYPE_B,TRENDALL_DESCRIPTION_B,SIDE_B_DETAILS,SIDE_B_INSTRUMENTS_AND_NUMBERS,SIDE_B_PERFORMERS,SIDE_B_PERFORMER_LOCATION,SIDE_B_PERFORMER_ACTION,SIDE_B_NUMBER_OF_FIGURES,SIDE_B_COMPOSITION,IMAGE_IDS,NOTES,PUBLICATION,CATEGORY_1,CATEGORY_2,,,,,,
,Apulian,,Loutrophoros,,340,320,Darius Painter,,on one side's shoulder a L-facing profile female head in palmettes,,London,British Museum,1900.5-19.1,,18.19,9727-35,"MYTHOLOGICAL, FUNERARY","MYTHOLOGICAL(TYM), FUNERARY(TYM)","Above, L-R: A youth with drapery over shoulders leans L, faces R, with two spears and a pilos, a bearded man in mantle with scepter moves R, a man with beard and short, patterned chiton and cloak stands frontal, looks L, arms to either side (Polymnestor blinded), a scabbarded sword below, two women to R, both with full mantles, walking R, looking L, R with arm around L, L with white hair and walking stick; lower, L-R (continues to side B): a woman sits L, looks R with upraised tympanon, on a column capital (?), a youth means R with drapery under L arm holding out a strigil and sash towards a central, ribbon-tied stele with bands of decoration at top, then a woman moves L with full drapery and mantle, holds an oinochoe, phiale, and sash, a youth sits facing L with [something], an amphora below with some scrawled black decorations, and a woman leans R on a perirrhanterion, faces and gestures L, and looks R and holds a flower, another woman with full mantle and long hair sits L on a stele, looks R with upraised tambourine, a youth faces R with drapery over L arm holding a situla (with three standing figures in added with and black slip) and an open box, then a woman with full mantle stands frontal, looks L, with rosette chain, phiale, and sash,","Above, L-R: A youth with drapery over shoulders leans L, faces R, with two spears and a pilos, a bearded man in mantle with scepter moves R, a man with beard and short, patterned chiton and cloak stands frontal, looks L, arms to either side (Polymnestor blinded), a scabbarded sword below, two women to R, both with full mantles, walking R, looking L, R with arm around L, L with white hair and walking stick; lower, L-R (continues to side B): a woman sits L, looks R with upraised tympanon, on a column capital (?), a youth means R with drapery under L arm holding out a strigil and sash towards a central, ribbon-tied stele with bands of decoration at top, then a woman moves L with full drapery and mantle, holds an oinochoe, phiale, and sash, a youth sits facing L with [something], an amphora below with some scrawled black decorations, and a woman leans R on a perirrhanterion, faces and gestures L, and looks R and holds a flower, another woman with full mantle and long hair sits L on a stele, looks R with upraised tambourine, a youth faces R with drapery over L arm holding a situla (with three standing figures in added with and black slip) and an open box, then a woman with full mantle stands frontal, looks L, with rosette chain, phiale, and sash,",1_(TYM),F(TYM),L(TYM),SEATED(TYM),"6_F,5_M",2_FRIEZES,NO PHOTO,,"upper, L-R: a woman sits R on a pebbly box with phiale, another woman moves R with an upraised fan and aryballos on a string, another woman with mantle sits L, looks R, with mirror, a torso-nude youth sits L with phiale (no photo)","upper, L-R: a woman sits R on a pebbly box with phiale, another woman moves R with an upraised fan and aryballos on a string, another woman with mantle sits L, looks R, with mirror, a torso-nude youth sits L with phiale (no photo)",,,,,,,"IMAG9727.jpg, IMAG9728.jpg, IMAG9729.jpg, IMAG9730.jpg, IMAG9731.jpg, IMAG9732.jpg, IMAG9733.jpg, IMAG9734.jpg, IMAG9735.jpg",,,MTH,FUN,,,,,,
,Apulian,,Pelike,,340,320,Darius Painter,,,,Naples,MANN,Stg 702,Canosa,18.24,9758-60,"MYTHOLOGICAL, NUPTIAL","MYTHOLOGICAL(CHYL), NUPTIAL(CHYL)","Upper, L-R: a youth sits R, a woman with long dress and polos stands R, a youth stands R holding onto the scepter held by a bearded, torso-nude male on a throne with footrest, facing R, then a woman on her knees with an eros faces L towards the seated male (Zeus) and another woman, seated R, looks L; middle: centre: a torso-nude youth (Adonis - inscribed) with long hair reclines facing L on a couch, an eros above, a woman with short chiton and two torches to L and two women in full mantles to R; below: to L, a woman stands R, then a woman sits R on a folding chair, looks L, tugs at veil, then four more women sitting down, the one in the centre sits R playing a chelys lyre on her lap (6 strings, L hand behind strings, R at pegs)","Upper, L-R: a youth sits R, a woman with long dress and polos stands R, a youth stands R holding onto the scepter held by a bearded, torso-nude male on a throne with footrest, facing R, then a woman on her knees with an eros faces L towards the seated male (Zeus) and another woman, seated R, looks L; middle: centre: a torso-nude youth (Adonis - inscribed) with long hair reclines facing L on a couch, an eros above, a woman with short chiton and two torches to L and two women in full mantles to R; below: to L, a woman stands R, then a woman sits R on a folding chair, looks L, tugs at veil, then four more women sitting down, the one in the centre sits R playing a chelys lyre on her lap (6 strings, L hand behind strings, R at pegs)",1_(CHYL),F(CHYL),DOWNC(CHYL),SEATED(CHYL),"10_F,3_M,3_E",3_ROWS,NO PHOTO,,"“Above: two seated and two standing women; below: Eros flying to crown youth standing between a standing and a seated woman, with two other women to r.”","NO PHOTO: “Above: two seated and two standing women; below: Eros flying to crown youth standing between a standing and a seated woman, with two other women to r.”",,,,,,,"IMAG9758.jpg, IMAG9759.jpg, IMAG9760.jpg",,,MTH,,,,,,,
,Apulian,,Krater,Volute,340,320,Darius Painter,,,,Naples,MANN,3253 (81947),Canosa,18.38,9792-804,MYTHOLOGICAL,,"Neck: amazonomachy, with a central figure on a white horse leaping R over a dead amazon; body: Darius, three distinct tiers of decoration, 22 figures in total, in the centre Darius (name inscribed) is seated R on a throne with footrest, a figure stands on a dais (inscribed “Persai”) in front of him, gods above, below a figure is writing in a tablet and on a table","Neck: amazonomachy, with a central figure on a white horse leaping R over a dead amazon; body: Darius, three distinct tiers of decoration, 22 figures in total, in the centre Darius (name inscribed) is seated R on a throne with footrest, a figure stands on a dais (inscribed “Persai”) in front of him, gods above, below a figure is writing in a tablet and on a table",,,,,"10_F,20_M,2_N,4_A",3_ROWS,"ATTENDANT (DIONYSIAC), MYTHOLOGICAL","ATTENDANT (DIONYSIAC)(TYM), MYTHOLOGICAL(PAN)","Neck: Youths at a laver (alternating F/Satyr/F/M/F), the satyr holds a situla and an upraised tambourine, the two outer women have thyrsoi; body: Bellerophon on Pegasus slays the Chimera with Thracians all about attacking it, too; above, flanking Bellerophon, a youth and Poseidon to L and Nike, A  woman with spear and shield (Athena?), and Pan with pan-piles and branch to R (divide between mortal and human realms)","Neck: Youths at a laver (alternating F/Satyr/F/M/F), the satyr holds a situla and an upraised tambourine, the two outer women have thyrsoi; body: Bellerophon on Pegasus slays the Chimera with Thracians all about attacking it, too; above, flanking Bellerophon, a youth and Poseidon to L and Nike, A  woman with spear and shield (Athena?), and Pan with pan-piles and branch to R (divide between mortal and human realms)","1_(TYM),1_(PAN)","S(TYM),P(PAN)","NECKL(TYM),UPR(PAN)","SEATED(TYM),STANDING(PAN)","4_F,10_M,1_S,1_N,1_P,3_A",3_ROWS,"IMAG9792.jpg, IMAG9793.jpg, IMAG9794.jpg, IMAG9795.jpg, IMAG9796.jpg, IMAG9797.jpg, IMAG9798.jpg, IMAG9799.jpg, IMAG9800.jpg, IMAG9801.jpg, IMAG9802.jpg, IMAG9803.jpg, IMAG9804.jpg",,,MTH,,,,,,,
,Apulian,,Krater,Volute,340,320,Darius Painter,,,,Naples,MANN,3256 (81667),Ruvo,18.40,9815-19,MYTHOLOGICAL,,"Poor photo: Neck: “above: female head in centre of a band of floral scroll-work; below: Oinomaos in chariot driven by Myrtilos pursuing Pelops and Hippodamia in their chariot; between them, a Fury, above to l., Eros”; Body: “above: a row of divinities, including Hera, Zeus, Demeter mounting the chariot of Helios (cf. no. 30/39), Poseidon and Selene; below: Hecate and Hermes, the rape of Kore, three of her attendants; in the  central row, Iris, a group of armed figures (possibly the Corybantes, coming to the aid of Kore), Eros and Aphrodite”","Poor photo: Neck: “above: female head in centre of a band of floral scroll-work; below: Oinomaos in chariot driven by Myrtilos pursuing Pelops and Hippodamia in their chariot; between them, a Fury, above to l., Eros”; Body: “above: a row of divinities, including Hera, Zeus, Demeter mounting the chariot of Helios (cf. no. 30/39), Poseidon and Selene; below: Hecate and Hermes, the rape of Kore, three of her attendants; in the  central row, Iris, a group of armed figures (possibly the Corybantes, coming to the aid of Kore), Eros and Aphrodite”",,,,,,3 ROWS,MYTHOLOGICAL,MYTHOLOGICAL(KI),"Neck: “above: female head in floral scroll-work as on A; below: Helios in quadriga pursuing Eos and Tithonos, with Selene in front, and Eros and Nike above”; body: “a row of divinities including Poseidon, Aphrodite, Eros, Pan, Athena in quadriga, Hermes, Helios (?) crowned by Nike, Zeus, Artemis and Apollo; below: battle between Greeks and Persians” - Apollo, a torso-nude youth with long hair, seated L with a branch and gesturing, is identified by a kithara with a distinct tailpiece and six strings below his seat; Pan is not preserved, it would seem according to the photos","Neck: “above: female head in floral scroll-work as on A; below: Helios in quadriga pursuing Eos and Tithonos, with Selene in front, and Eros and Nike above”; body: “a row of divinities including Poseidon, Aphrodite, Eros, Pan, Athena in quadriga, Hermes, Helios (?) crowned by Nike, Zeus, Artemis and Apollo; below: battle between Greeks and Persians” - Apollo, a torso-nude youth with long hair, seated L with a branch and gesturing, is identified by a kithara with a distinct tailpiece and six strings below his seat; Pan is not preserved, it would seem according to the photos",1_(KI),M(KI),UPR(KI),SEATED(KI),"6_F,5_M,1_N,6_A,1_?",3_ROWS,"IMAG9815.jpg, IMAG9816.jpg, IMAG9817.jpg, IMAG9818.jpg, IMAG9819.jpg",,"Melillo, L. 2013. ""Pittore di Dario (attribuito a): Cratere Apulo a Figure Rosse detto 'Vaso dell'Amazzonomachia', 33. a.C. ca,"" in Restituzioni: Tesori d'Arte Restaurati, ed. C. Bertelli and G. Bonsanti: 78-83. Venice: Marsilio Editori.",MTH,FUN,,,,,,
,Apulian,,Krater,Volute,340,320,Darius Painter,,,,Cleveland,Museum of Art,88.41,,18.41,9820-33,"MYTHOLOGICAL, FUNERARY","MYTHOLOGICAL(KI), FUNERARY(KI), MYTHOLOGICAL(PAN), FUNERARY(PAN)","neck: Helios in quadriga; body: above, assembly of gods (Artemis, Apollo, Athena, Pan), below, departure of Amphiaraos with two sons (nurse above), charioteer, and a fury","Neck: “Helios in quadriga to r.”; body: “Departure of Amphiaraos – above, white-haired nurse, Artemis, Apollo, Athena and Pan; below: the two sons of Amphiaraos, one with hoop talking to the nurse, the other holding an oenochoe in his r. hand and touching his head with his l. in a gesture of sorrow, Amphiaraos about to mount his quadriga, to r. a Fury” - Apollo is in top centre, a torso-nude youth with long hair seated R, gesturing L, with a quiver behind him, a branch, and a full concert kithara below him in added white standing vertical with distinct tailpiece and 7 strings; Pan, in the far R corner, leans and gestures L to a seated Athena, a bit of drapery thrown over his shoulder, R foot raised, and holding a syrinx (clearly drawn with 6 pipes tied together) in his lowered L hand","1_(KI),1_(PAN)","M(KI),P(PAN)","UPC(KI),UPR(PAN)","SEATED(KI),LEANING(PAN)","3_F,3_M,2_C,1_N,1_P,9_A",2_ROWS,"ATTENDANT (DIONYSIAC), FUNERARY",,"neck: Dionysos seated with satyr and female attendant; body: central naiskos with armed youth in short tunic, six attendants","Neck: “Dionysos with phiale and thyrsus seated between maenad, bending  forward with wreath and situla, and young satyr with kantharos and torch”; body: “youth with pilos and spear in naiskos; to l., woman with wreath and phiale standing between a seated  youth above and below; to r., youth with spear and phiale standing between two seated women, above with wreath and cista, below with patera” - note the youth's very short, Oscan-style (though not decorated) belted tunic",,,,,"4_F,6_M",RADIAL,"IMAG9820.jpg, IMAG9821.jpg, IMAG9822.jpg, IMAG9823.jpg, IMAG9824.jpg, IMAG9825.jpg, IMAG9826.jpg, IMAG9827.jpg, IMAG9828.jpg, IMAG9829.jpg, IMAG9830.jpg, IMAG9831.jpg, IMAG9832.jpg, IMAG9833.jpg",,,MTH,FUN,,,,,,
,Apulian,,Krater,Volute,340,320,Darius Painter,,NB: Neck and handles reconstructed,,Toledo,Hecht,1994.19,,18.41a1,9838-53,"MYTHOLOGICAL, FUNERARY","MYTHOLOGICAL(TYM), FUNERARY(TYM), MYTHOLOGICAL(TYM), FUNERARY(TYM)","In the centre, a structure with four ionic columns stands over a bearded old man seated R, looking and extending hand to L, on a throne with footrest, holding a scepter (Haidas) and a woman, walking L, with a cross-torch in hands and polos (Phersephona); to L above a woman with a thyrsos, torch, and animal-skin corset (Persis) faces R a young satyr sitting L with a rhyton and two pipes of an aulos (oinops), below a woman with L breast exposed dances L, looks R, with sash-tied thyrsos and an upraised tambourine, then a figure with short, elaborate dress and animal-skin corset holds an anthrax (...nysos) and reaches for the hand of Hades; to R above a youth with horns growing from forehead sits R with strigil and stick (Aktaion) and another youth with R foot raised and drapery over L shoulder (Pentheus) leans L and gestures, has a stick, below a youth with winged sandals, petasos at neck, fluttering cloak, and kerykion (Hermes) leans L against a column of the structure and a woman with full mantle and long dress (Agauh) leans R, faces L, on a perirrhanterion; under the structure, an aegipan runs R with a tambourine towards Cerberus facing L, snake tail, chained to the structure","In the centre, a structure with four ionic columns stands over a bearded old man seated R, looking and extending hand to L, on a throne with footrest, holding a scepter (Haidas) and a woman, walking L, with a cross-torch in hands and polos (Phersephona); to L above a woman with a thyrsos, torch, and animal-skin corset (Persis) faces R a young satyr sitting L with a rhyton and two pipes of an aulos (oinops), below a woman with L breast exposed dances L, looks R, with sash-tied thyrsos and an upraised tambourine, then a figure with short, elaborate dress and animal-skin corset holds an anthrax (...nysos) and reaches for the hand of Hades; to R above a youth with horns growing from forehead sits R with strigil and stick (Aktaion) and another youth with R foot raised and drapery over L shoulder (Pentheus) leans L and gestures, has a stick, below a youth with winged sandals, petasos at neck, fluttering cloak, and kerykion (Hermes) leans L against a column of the structure and a woman with full mantle and long dress (Agauh) leans R, faces L, on a perirrhanterion; under the structure, an aegipan runs R with a tambourine towards Cerberus facing L, snake tail, chained to the structure",2_(TYM),"F(TYM),P(TYM)","MIDL(TYM),DOWNC(TYM)","DANCING(TYM),WALKING(TYM)","5_F,5_M,1_P,1_A,1_H",RADIAL,FUNERARY,,"A central naiskos with floral-swirl base in which stands a youth facing R, looking L, with stick, drapery over L arm, and phiale; to upper L, a youth sits L, looks R, with bifurcated, sash-tied branch and sash, to lower L a woman runs R with grapes, sash, and phiale, to upper R a woman sits L with a fan, to lower L a youth runs L with wreath and phiale, drapery over L arm","A central naiskos with floral-swirl base in which stands a youth facing R, looking L, with stick, drapery over L arm, and phiale; to upper L, a youth sits L, looks R, with bifurcated, sash-tied branch and sash, to lower L a woman runs R with grapes, sash, and phiale, to upper R a woman sits L with a fan, to lower L a youth runs L with wreath and phiale, drapery over L arm",,,,,"2_F,3_M",RADIAL,"IMAG9838.jpg, IMAG9839.jpg, IMAG9840.jpg, IMAG9841.jpg, IMAG9842.jpg, IMAG9843.jpg, IMAG9844.jpg, IMAG9845.jpg, IMAG9846.jpg, IMAG9847.jpg, IMAG9848.jpg, IMAG9849.jpg, IMAG9850.jpg, IMAG9851.jpg, IMAG9852.jpg, IMAG9853.jpg",,,MTH,FUN,,,,,,
,Apulian,,Krater,Volute,340,320,Darius Painter,,"“Masks: Heads with (a) yellow hair and white faces, (b) black hair and red-brown faces”",,Berlin,Staatliche Museen,1984.41,,18.41b,9854-62,MYTHOLOGICAL,"MYTHOLOGICAL(PAN), MYTHOLOGICAL(KI)","Neck: “two Erotes in floral setting”; body: “Phrixos and the ram – above: assembly of the gods – Pan, Artemis, Zeus, Athena, Apollo, Nephele (insc) dancing, Hermes; below: woman with dish and phiale, woman with fan, draped woman (insc: INW), Phrixos (insc) grasping ram beside an altar, Athamas (partial insc) with sceptre in l. hand and drawn sword in r., paidagogos (TROFEUS), Helle (insc) and Euphemia (insc) leaning on pillar, with oenochoe in r. hand and dish of offerings in l.; in front is a row of various objects – phiale, tripod, boukranion, table, phiale, travel-pack and foot-bowl” - pan, who sits to the far L, has a syrinx in his L hand on his knee, a lagobolon at his R hand, and a sash-tied palm over his L shoulder; Apollo has a concert kithara in added white with the wrist-strap on his lap, holds a branch with his R hand but has his L behind the strings (at least 8)","Neck: “two Erotes in floral setting”; body: “Phrixos and the ram – above: assembly of the gods – Pan, Artemis, Zeus, Athena, Apollo, Nephele (insc) dancing, Hermes; below: woman with dish and phiale, woman with fan, draped woman (insc: INW), Phrixos (insc) grasping ram beside an altar, Athamas (partial insc) with sceptre in l. hand and drawn sword in r., paidagogos (TROFEUS), Helle (insc) and Euphemia (insc) leaning on pillar, with oenochoe in r. hand and dish of offerings in l.; in front is a row of various objects – phiale, tripod, boukranion, table, phiale, travel-pack and foot-bowl” - pan, who sits to the far L, has a syrinx in his L hand on his knee, a lagobolon at his R hand, and a sash-tied palm over his L shoulder; Apollo has a concert kithara in added white with the wrist-strap on his lap, holds a branch with his R hand but has his L behind the strings (at least 8)","1_(PAN),1_(KI)","P(PAN),M(KI)","UPL(PAN),UPR(KI)","SEATED(PAN),SEATED(KI)","8_F,7_M,1_P,2_E,1_A",2_ROWS,"ATTENDANT (DIONYSIAC), FUNERARY",,"Neck: “Nike, Dionysos, and satyr”; body: “six figures, two women and a youth on each side, around a naiskos, in which is a standing youth in r.f. With wreath and phiale, shield resting against r. wall”","Neck: “Nike, Dionysos, and satyr”; body: “six figures, two women and a youth on each side, around a naiskos, in which is a standing youth in r.f. With wreath and phiale, shield resting against r. wall”",,,,,"3_F,5_M,1_S,1_N",RADIAL,"IMAG9854.jpg, IMAG9855.jpg, IMAG9856.jpg, IMAG9857.jpg, IMAG9858.jpg, IMAG9859.jpg, IMAG9860.jpg, IMAG9861.jpg, IMAG9862.jpg",,,MTH,FUN,Who knows?,,,,,
,Apulian,,Krater,Volute,340,320,Darius Painter,,"“Mascaroons: female heads with white faces, pointed caps and earrings”",,Naples,MANN,3255 (81934),Ruvo,18.42,9864-73,MYTHOLOGICAL,"MYTHOLOGICAL(AKI), MYTHOLOGICAL(CHYL)","neck: Pelops and Oinomaos; body (with inscriptions): death of Archemoros with Hypsipyle, Eurydike, Amphiaraos, Archemoros, attendant, paidagogos (with chelys lyre), Dionysos (with Apulian kithara), Euneos, Zeus, Nemea, Parthenopaios, and Capaneus","Neck: “Beneath a floral scroll in the centre of which is a siren, Oinomaos and Myrtilos in a biga pursuing Pelos and Hippodamia”; body: “Death of Archemoros – Hypsipyle, Eurydike and Amphiaraos (all inscribed) in the palace, with the body of Archemoros on a couch beneath with attendant and paidagogos; above, to l. (mostly missing) Dionysos and Euneos (inscribed), to r., Zeus and Nemea, Parthenopaios and Capaneus (inscribed)” - Dionysos, reclining in the upper L corner, has his L hand behind the strings of an Apulian kithara (no clear image); the paidagogos, who runs to the bed on which Archemoros lies, holds a chelys lyre by the arm (8 strings)","1_(AKI),1_(CHYL)","M(AKI),M(CHYL)","UPL(AKI),DOWNC(CHYL)","RECLINING(AKI),WALKING(CHYL)","6_F,14_M,5_A,1_?",RADIAL,"COUPLE (? DIONYSIAC), MYTHOLOGICAL","COUPLE (? DIONYSIAC)(TYM), MYTHOLOGICAL(TYM)","neck: Dionysos and Ariadne on foot in a procession; body: above, Atlas, Herakles, Athena, below, Garden of the Hesperides","Neck: “Dionysos with Ariadne between a maenad and two satyrs”; body: “Herakles in the garden of the Hesperides, with Atlas holding up the heavens” - on the neck, the maenad to the L has an upraised tambourine; in the centre of the body, the tree with snake grows and, directly above, Atlas stands frontal with the heavens held up",1_(TYM),F(TYM),NECKL(TYM),WALKING(TYM),"10_F,5_M,1_S,3_A,1_OW",2_ROWS,"IMAG9864.jpg, IMAG9865.jpg, IMAG9866.jpg, IMAG9867.jpg, IMAG9868.jpg, IMAG9869.jpg, IMAG9870.jpg, IMAG9871.jpg, IMAG9872.jpg, IMAG9873.jpg",,,MTH,,,,,,,
,Apulian,,Amphora,,340,320,Darius Painter,,,,Naples,MANN,3221 (81954),Ruvo,18.43,9874-75,"MYTHOLOGICAL, ADORNMENT, COURTSHIP","MYTHOLOGICAL(TYM), ADORNMENT(TYM), COURTSHIP(TYM)","Shoulder: “head of Aphrodite flanked by Erotes in flora setting; body: above – Medea; below – eros, youth, and woman at laver” - the woman has a figure-decorated box and a bird on a string, the eros has a tambourine, and there is a band of fish in-between the two areas","Shoulder: “head of Aphrodite flanked by Erotes in flora setting; body: above – Medea; below – eros, youth, and woman at laver” - the woman has a figure-decorated box and a bird on a string, the eros has a tambourine, and there is a band of fish in-between the two areas",1_(TYM),E(TYM),DOWNL(TYM),WALKING(TYM),"6_F,5_M,4_E,5_A,1_H",2_FRIEZES,"MYTHOLOGICAL, COURTSHIP, ADORNMENT","COURTSHIP(TYM), ADORNMENT(TYM), COURTSHIP(XYL), ADORNMENT(XYL)","Shoulder: “head of Aphrodite flanked by Erotes in floral setting; body: above – Amazonomachy; below – women and youths” - in the lower register, the woman directly to R of centre wears a long dress and full mantle, faces L with R foot raised, looks L, and holds up a xylophone by one of its arms (finials at ends, 14 crossbars with dots in the middle) and also a tambourine","Shoulder: “head of Aphrodite flanked by Erotes in floral setting; body: above – Amazonomachy; below – women and youths” - in the lower register, the woman directly to R of centre wears a long dress and full mantle, faces L with R foot raised, looks L, and holds up a xylophone by one of its arms (finials at ends, 14 crossbars with dots in the middle) and also a tambourine","1_(TYM),1_(XYL)","F(XYL),F(TYM)","DOWNR(XYL),DOWNR(TYM)","STANDING(XYL),STANDING(TYM)","11_F,4_M,2_E,2_A,1_?",2_FRIEZES,"IMAG9874.jpg, IMAG9875.jpg",,,MTH,,,,,,,
,Apulian,,Amphora,,340,320,Darius Painter,,,,Bari,Museo Archeologico di Santa Scholastica,872,Canosa,18.44,9876-79,"MYTHOLOGICAL, COURTSHIP, ADORNMENT",,"Rim: “head of Io”; Shoulder: “Eros with iynx, Aphrodite with attendants”; body: “above – Meleager brings the skin of the boar to Atalanta; below: youths and women” - between the upper and lower friezes, a fish/seafood frieze","Rim: “head of Io”; Shoulder: “Eros with iynx, Aphrodite with attendants”; body: “above – Meleager brings the skin of the boar to Atalanta; below: youths and women” - between the upper and lower friezes, a fish/seafood frieze",,,,,"6_F,6_M,1_E,1_A,1_H",2_FRIEZES,"MYTHOLOGICAL, COURTSHIP, ADORNMENT","ADORNMENT(AKI), MYTHOLOGICAL(PAN), MYTHOLOGICAL(XYL), COURTSHIP(XYL), COURTSHIP(XYL), ADORNMENT(XYL), ADORNMENT(XYL)","Rim: “female head amid florals”; Shoulder: “standing woman, seated woman, seated Eros and youth with lyre”; body: “above – Europa mounting the bull in the presence of various deities; below – youths and women (continuing from (a))”; there are five musical instruments on side B: on the shoulder, a youth with long hair sits R with an Apulian kithara with 7 pegs (photo not complete), in the upper frieze Pan sits to the far L, seated L and looking R, with a syrinx and lagobolon, then next to (behind) Europa a _ vertical xylophone with c. 9 crossbars with dots in the centre and finials on the arms stands by itself, in the lower frieze, under one of the handles, a woman bends L towards a nude, seated youth with a 16-crossbar, finial-armed xylophone held vertically (a wreath held between the youth's and her L hand), and a couple of figures later a woman, walking R with a sash-draped wreath, holds up a xylophone with c. 16 crossbars with dots in the middle and finials on the arms","Rim: “female head amid florals”; Shoulder: “standing woman, seated woman, seated Eros and youth with lyre”; body: “above – Europa mounting the bull in the presence of various deities; below – youths and women (continuing from (a))”; there are five musical instruments on side B: on the shoulder, a youth with long hair sits R with an Apulian kithara with 7 pegs (photo not complete), in the upper frieze Pan sits to the far L, seated L and looking R, with a syrinx and lagobolon, then next to (behind) Europa a _ vertical xylophone with c. 9 crossbars with dots in the centre and finials on the arms stands by itself, in the lower frieze, under one of the handles, a woman bends L towards a nude, seated youth with a 16-crossbar, finial-armed xylophone held vertically (a wreath held between the youth's and her L hand), and a couple of figures later a woman, walking R with a sash-draped wreath, holds up a xylophone with c. 16 crossbars with dots in the middle and finials on the arms","1_(AKI),1_(PAN),3_(XYL)","M(AKI),P(PAN),F(XYL),F(XYL),F(XYL)","NECKR(AKI),UPL(PAN),UPC(XYL),DOWNL(XYL),DOWNC(XYL)","SEATED(AKI),SEATED(PAN),WALKING(XYL),LEANING(XYL),WALKING(XYL)","15_F,6_M,2_E,1_P,2_A,1_H",2_FRIEZES,"IMAG9876.jpg, IMAG9877.jpg, IMAG9878.jpg, IMAG9879.jpg",,,MTH,,,,,,,
,Apulian,,Amphora,,340,320,Darius Painter,,,,Naples,MANN,3219 (81953),,18.45,9880,"MYTHOLOGICAL, COURTSHIP, ADORNMENT","MYTHOLOGICAL(CYM), MYTHOLOGICAL(TYM), MYTHOLOGICAL(TYM), COURTSHIP(TYM), ADORNMENT(TYM), COURTSHIP(HA), ADORNMENT(HA)","Shoulder: “female head in florals”; body: “above – madness of Lycurgus; below – seated woman with harp amidst youths, women and Erotes” - in the upper frieze, the first woman (L-R) dances with L breast exposed and holds krotala in each hand, about to beat them together, then a woman, dancing with swirling/turning drapery and an animal skin over her L arm, holds up a tambourine over her head, like the third-to-R figure; in the lower frieze, the harp is a spiny-arched-back harp with approximately 10 strings, and the woman playing it is seated R on a stool on a small podium, wearing a long dress like the rest; the 3rd figure to the R also has an upraised tambourine","Shoulder: “female head in florals”; body: “above – madness of Lycurgus; below – seated woman with harp amidst youths, women and Erotes” - in the upper frieze, the first woman (L-R) dances with L breast exposed and holds krotala in each hand, about to beat them together, then a woman, dancing with swirling/turning drapery and an animal skin over her L arm, holds up a tambourine over her head, like the third-to-R figure; in the lower frieze, the harp is a spiny-arched-back harp with approximately 10 strings, and the woman playing it is seated R on a stool on a small podium, wearing a long dress like the rest; the 3rd figure to the R also has an upraised tambourine","1_(CYM),3_(TYM),1_(HA)","F(CYM),F(TYM),F(TYM),F(HA),F(TYM)","UPL(CYM),UPL(TYM),UPR(TYM),DOWNC(HA),DOWNR(TYM)","DANCING(CYM),DANCING(TYM),DANCING(TYM),SEATED(HA),STANDING(TYM)","8_F,5_M,1_E",2_FRIEZES,NO PHOTO,,Shoulder: “female head in florals”; body: “above – Helios I quadriga between two women and Poseidon; below – Eros among youths and women” (NO PHOTO),Shoulder: “female head in florals”; body: “above – Helios I quadriga between two women and Poseidon; below – Eros among youths and women” (NO PHOTO),,,,,,,IMAG9880.jpg,,,MTH,,,,,,,
